num	hex 	char	name_1	name_2	name_3	name_4	name_5	name_6
8897	22C1	⋁	xvee	Vee	bigvee			
8898	22C2	⋂	xcap	Intersection	bigcap			
8899	22C3	⋃	xcup	Union	bigcup			
8900	22C4	⋄	diam	diamond	Diamond			
8901	22C5	⋅	sdot					
8902	22C6	⋆	sstarf	Star				
8903	22C7	⋇	divonx	divideontimes				
8904	22C8	⋈	bowtie					
8905	22C9	⋉	ltimes					
8906	22CA	⋊	rtimes					
8907	22CB	⋋	lthree	leftthreetimes				
8908	22CC	⋌	rthree	rightthreetimes				
8909	22CD	⋍	bsime	backsimeq				
8910	22CE	⋎	cuvee	curlyvee				
8911	22CF	⋏	cuwed	curlywedge				
8912	22D0	⋐	Sub	Subset				
8913	22D1	⋑	Sup	Supset				
8914	22D2	⋒	Cap					
8915	22D3	⋓	Cup					
8916	22D4	⋔	fork	pitchfork				
8917	22D5	⋕	epar					
8918	22D6	⋖	ltdot	lessdot				
8919	22D7	⋗	gtdot	gtrdot				
8920	22D8	⋘	Ll	lll				
8921	22D9	⋙	Gg	ggg				
8922	22DA	⋚	leg	LessEqualGreater	lesseqgtr			
8923	22DB	⋛	gel	gtreqless	GreaterEqualLess			
8926	22DE	⋞	cuepr	curlyeqprec				
8927	22DF	⋟	cuesc	curlyeqsucc				
8928	22E0	⋠	nprcue	NotPrecedesSlantEqual				
8929	22E1	⋡	nsccue	NotSucceedsSlantEqual				
8930	22E2	⋢	nsqsube	NotSquareSubsetEqual				
8931	22E3	⋣	nsqsupe	NotSquareSupersetEqual				
8934	22E6	⋦	lnsim					
8935	22E7	⋧	gnsim					
8936	22E8	⋨	prnsim	precnsim				
8937	22E9	⋩	scnsim	succnsim				
8938	22EA	⋪	nltri	ntriangleleft	NotLeftTriangle			
8939	22EB	⋫	nrtri	ntriangleright	NotRightTriangle			
8940	22EC	⋬	nltrie	ntrianglelefteq	NotLeftTriangleEqual			
8941	22ED	⋭	nrtrie	ntrianglerighteq	NotRightTriangleEqual			
8942	22EE	⋮	vellip					
8943	22EF	⋯	ctdot					
8944	22F0	⋰	utdot					
8945	22F1	⋱	dtdot					
8946	22F2	⋲	disin					
8947	22F3	⋳	isinsv					
8948	22F4	⋴	isins					
8949	22F5	⋵	isindot					
8950	22F6	⋶	notinvc					
8951	22F7	⋷	notinvb					
8953	22F9	⋹	isinE					
8954	22FA	⋺	nisd					
8955	22FB	⋻	xnis					
8956	22FC	⋼	nis					
8957	22FD	⋽	notnivc					
8958	22FE	⋾	notnivb					
8965	2305	⌅	barwed	barwedge				
8966	2306	⌆	Barwed	doublebarwedge				
8968	2308	⌈	lceil	LeftCeiling				
8969	2309	⌉	rceil	RightCeiling				
8970	230A	⌊	lfloor	LeftFloor				
8971	230B	⌋	rfloor	RightFloor				
8972	230C	⌌	drcrop					
8973	230D	⌍	dlcrop					
8974	230E	⌎	urcrop					
8975	230F	⌏	ulcrop					
8976	2310	⌐	bnot					
8978	2312	⌒	profline					
8979	2313	⌓	profsurf					
8981	2315	⌕	telrec					
8982	2316	⌖	target					
8991	231F	⌟	drcorn	drcorner				
8994	2322	⌢	frown	sfrown				
8995	2323	⌣	smile	ssmile				
8988	231C	⌜	ulcorn	ulcorner				
8989	231D	⌝	urcorn	urcorner				
8990	231E	⌞	dlcorn	dlcorner				
9005	232D	⌭	cylcty					
9006	232E	⌮	profalar					
9014	2336	⌶	topbot					
9021	233D	⌽	ovbar					
9023	233F	⌿	solbar					
9084	237C	⍼	angzarr					
9136	23B0	⎰	lmoust	lmoustache				
9137	23B1	⎱	rmoust	rmoustache				
9140	23B4	⎴	tbrk	OverBracket				
9141	23B5	⎵	bbrk	UnderBracket				
9142	23B6	⎶	bbrktbrk					
9180	23DC	⏜	OverParenthesis					
9181	23DD	⏝	UnderParenthesis					
9182	23DE	⏞	OverBrace					
9183	23DF	⏟	UnderBrace					
9186	23E2	⏢	trpezium					
9191	23E7	⏧	elinters					
9251	2423	␣	blank					
9416	24C8	Ⓢ	oS	circledS				
9472	2500	─	boxh	HorizontalLine				
9474	2502	│	boxv					
9484	250C	┌	boxdr					
9488	2510	┐	boxdl					
9492	2514	└	boxur					
9496	2518	┘	boxul					
9500	251C	├	boxvr					
9508	2524	┤	boxvl					
9516	252C	┬	boxhd					
9524	2534	┴	boxhu					
9532	253C	┼	boxvh					
9552	2550	═	boxH					
9553	2551	║	boxV					
9554	2552	╒	boxdR					
9555	2553	╓	boxDr					
9556	2554	╔	boxDR					
9557	2555	╕	boxdL					
9558	2556	╖	boxDl					
9559	2557	╗	boxDL					
9560	2558	╘	boxuR					
9561	2559	╙	boxUr					
9562	255A	╚	boxUR					
9563	255B	╛	boxuL					
9564	255C	╜	boxUl					
9565	255D	╝	boxUL					
9566	255E	╞	boxvR					
9567	255F	╟	boxVr					
9568	2560	╠	boxVR					
9569	2561	╡	boxvL					
9570	2562	╢	boxVl					
9571	2563	╣	boxVL					
9572	2564	╤	boxHd					
9573	2565	╥	boxhD					
9574	2566	╦	boxHD					
9575	2567	╧	boxHu					
9576	2568	╨	boxhU					
9577	2569	╩	boxHU					
9578	256A	╪	boxvH					
9579	256B	╫	boxVh					
9580	256C	╬	boxVH					
9600	2580	▀	uhblk					
9604	2584	▄	lhblk					
9608	2588	█	block					
9617	2591	░	blk14					
9618	2592	▒	blk12					
9619	2593	▓	blk34					
9633	25A1	□	squ	square	Square			
9642	25AA	▪	squf	squaref	blacksquare	FilledVerySmallSquare		
9643	25AB	▫	EmptyVerySmallSquare					
9645	25AD	▭	rect					
9646	25AE	▮	marker					
9649	25B1	▱	fltns					
9651	25B3	△	xutri	bigtriangleup				
9652	25B4	▴	utrif	blacktriangle				
9653	25B5	▵	utri	triangle				
9656	25B8	▸	rtrif	blacktriangleright				
9657	25B9	▹	rtri	triangleright				
9661	25BD	▽	xdtri	bigtriangledown				
9662	25BE	▾	dtrif	blacktriangledown				
9663	25BF	▿	dtri	triangledown				
9666	25C2	◂	ltrif	blacktriangleleft				
9667	25C3	◃	ltri	triangleleft				
9674	25CA	◊	loz	lozenge				
9675	25CB	○	cir					
9708	25EC	◬	tridot					
9711	25EF	◯	xcirc	bigcirc				
9720	25F8	◸	ultri					
9721	25F9	◹	urtri					
9722	25FA	◺	lltri					
9723	25FB	◻	EmptySmallSquare					
9724	25FC	◼	FilledSmallSquare					
9733	2605	★	starf	bigstar				
9734	2606	☆	star					
9742	260E	☎	phone					
9792	2640	♀	female					
9794	2642	♂	male					
9824	2660	♠	spades	spadesuit				
9827	2663	♣	clubs	clubsuit				
9829	2665	♥	hearts	heartsuit				
9830	2666	♦	diams	diamondsuit				
9834	266A	♪	sung					
9837	266D	♭	flat					
9838	266E	♮	natur	natural				
9839	266F	♯	sharp					
10003	2713	✓	check	checkmark				
10007	2717	✗	cross					
10016	2720	✠	malt	Maltese				
10038	2736	✶	sext					
10072	2758	❘	VerticalSeparator					
10098	2772	❲	lbbrk					
10099	2773	❳	rbbrk					
10214	27E6	⟦	lobrk	LeftDoubleBracket				
10215	27E7	⟧	robrk	RightDoubleBracket				
10216	27E8	⟨	lang	LeftAngleBracket	langle			
10217	27E9	⟩	rang	RightAngleBracket	rangle			
10218	27EA	⟪	Lang					
10219	27EB	⟫	Rang					
10220	27EC	⟬	loang					
10221	27ED	⟭	roang					
10229	27F5	⟵	xlarr	longleftarrow	LongLeftArrow			
10230	27F6	⟶	xrarr	longrightarrow	LongRightArrow			
10231	27F7	⟷	xharr	longleftrightarrow	LongLeftRightArrow			
10232	27F8	⟸	xlArr	Longleftarrow	DoubleLongLeftArrow			
10233	27F9	⟹	xrArr	Longrightarrow	DoubleLongRightArrow			
10234	27FA	⟺	xhArr	Longleftrightarrow	DoubleLongLeftRightArrow			
10236	27FC	⟼	xmap	longmapsto				
10239	27FF	⟿	dzigrarr					
10498	2902	⤂	nvlArr					
10499	2903	⤃	nvrArr					
10500	2904	⤄	nvHArr					
10501	2905	⤅	Map					
10508	290C	⤌	lbarr					
10509	290D	⤍	rbarr	bkarow				
10510	290E	⤎	lBarr					
10511	290F	⤏	rBarr	dbkarow				
10512	2910	⤐	RBarr	drbkarow				
10513	2911	⤑	DDotrahd					
10514	2912	⤒	UpArrowBar					
10515	2913	⤓	DownArrowBar					
10518	2916	⤖	Rarrtl					
10521	2919	⤙	latail					
10522	291A	⤚	ratail					
10523	291B	⤛	lAtail					
10524	291C	⤜	rAtail					
10525	291D	⤝	larrfs					
10526	291E	⤞	rarrfs					
10527	291F	⤟	larrbfs					
10528	2920	⤠	rarrbfs					
10531	2923	⤣	nwarhk					
10532	2924	⤤	nearhk					
10533	2925	⤥	searhk	hksearow				
10534	2926	⤦	swarhk	hkswarow				
10535	2927	⤧	nwnear					
10536	2928	⤨	nesear	toea				
10537	2929	⤩	seswar	tosa				
10538	292A	⤪	swnwar					
10547	2933	⤳	rarrc					
10549	2935	⤵	cudarrr					
10550	2936	⤶	ldca					
10551	2937	⤷	rdca					
10552	2938	⤸	cudarrl					
10553	2939	⤹	larrpl					
10556	293C	⤼	curarrm					
10557	293D	⤽	cularrp					
10565	2945	⥅	rarrpl					
10568	2948	⥈	harrcir					
10569	2949	⥉	Uarrocir					
10570	294A	⥊	lurdshar					
10571	294B	⥋	ldrushar					
10574	294E	⥎	LeftRightVector					
10575	294F	⥏	RightUpDownVector					
10576	2950	⥐	DownLeftRightVector					
10577	2951	⥑	LeftUpDownVector					
10578	2952	⥒	LeftVectorBar					
10579	2953	⥓	RightVectorBar					
10580	2954	⥔	RightUpVectorBar					
10581	2955	⥕	RightDownVectorBar					
10582	2956	⥖	DownLeftVectorBar					
10583	2957	⥗	DownRightVectorBar					
10584	2958	⥘	LeftUpVectorBar					
10585	2959	⥙	LeftDownVectorBar					
10586	295A	⥚	LeftTeeVector					
10587	295B	⥛	RightTeeVector					
10588	295C	⥜	RightUpTeeVector					
10589	295D	⥝	RightDownTeeVector					
10590	295E	⥞	DownLeftTeeVector					
10591	295F	⥟	DownRightTeeVector					
10592	2960	⥠	LeftUpTeeVector					
10593	2961	⥡	LeftDownTeeVector					
10594	2962	⥢	lHar					
10595	2963	⥣	uHar					
10596	2964	⥤	rHar					
10597	2965	⥥	dHar					
10598	2966	⥦	luruhar					
10599	2967	⥧	ldrdhar					
10600	2968	⥨	ruluhar					
10601	2969	⥩	rdldhar					
10602	296A	⥪	lharul					
10603	296B	⥫	llhard					
10604	296C	⥬	rharul					
10605	296D	⥫	lrhard					
10606	296E	⥮	udhar	UpEquilibrium				
10607	296F	⥯	duhar	ReverseUpEquilibrium				
10608	2970	⥰	RoundImplies					
10609	2971	⥱	erarr					
10610	2972	⥲	simrarr					
10611	2973	⥳	larrsim					
10612	2974	⥴	rarrsim					
10613	2975	⥵	rarrap					
10614	2976	⥶	ltlarr					
10616	2978	⥸	gtrarr					
10617	2979	⥹	subrarr					
10619	297B	⥻	suprarr					
10620	297C	⥼	lfisht					
10621	297D	⥽	rfisht					
10622	297E	⥾	ufisht					
10623	297F	⥿	dfisht					
10629	2985	⦅	lopar					
10630	2986	⦆	ropar					
10635	298B	⦋	lbrke					
10636	298C	⦌	rbrke					
10637	298D	⦍	lbrkslu					
10638	298E	⦎	rbrksld					
10639	298F	⦏	lbrksld					
10640	2990	⦐	rbrkslu					
10641	2991	⦑	langd					
10642	2992	⦒	rangd					
10643	2993	⦓	lparlt					
10644	2994	⦔	rpargt					
10645	2995	⦕	gtlPar					
10646	2996	⦖	ltrPar					
10650	299A	⦚	vzigzag					
10652	299C	⦜	vangrt					
10653	299D	⦝	angrtvbd					
10660	29A4	⦤	ange					
10661	29A5	⦥	range					
10662	29A6	⦦	dwangle					
10663	29A7	⦧	uwangle					
10664	29A8	⦨	angmsdaa					
10665	29A9	⦩	angmsdab					
10666	29AA	⦪	angmsdac					
10667	29AB	⦫	angmsdad					
10668	29AC	⦬	angmsdae					
10669	29AD	⦭	angmsdaf					
10670	29AE	⦮	angmsdag					
10671	29AF	⦯	angmsdah					
10672	29B0	⦰	bemptyv					
10673	29B1	⦱	demptyv					
10674	29B2	⦲	cemptyv					
10675	29B3	⦳	raemptyv					
10676	29B4	⦳	laemptyv					
10677	29B5	⦵	ohbar					
10678	29B6	⦶	omid					
10679	29B7	⦶	opar					
10681	29B9	⦹	operp					
10683	29BB	⦻	olcross					
10684	29BC	⦼	odsold					
10686	29BE	⦾	olcir					
10687	29BF	⦿	ofcir					
10688	29C0	⧀	olt					
10689	29C1	⧁	ogt					
10690	29C2	⧂	cirscir					
10691	29C3	⧃	cirE					
10692	29C4	⧄	solb					
10693	29C5	⧅	bsolb					
10697	29C9	⧉	boxbox					
10701	29CD	⧍	trisb					
10702	29CE	⧎	rtriltri					
10703	29CF	⧏	LeftTriangleBar					
10704	29D0	⧐	RightTriangleBar					
10714	29DA	⧚	race					
10716	29DC	⧜	iinfin					
10717	29DD	⧝	infintie					
10718	29DE	⧞	nvinfin					
10723	29E3	⧣	eparsl					
10724	29E4	⧤	smeparsl					
10725	29E5	⧥	eqvparsl					
10731	29EB	⧫	lozf	blacklozenge				
10740	29F4	⧴	RuleDelayed					
10742	29F6	⧶	dsol					
10752	2A00	⨀	xodot	bigodot				
10753	2A01	⨁	xoplus	bigoplus				
10754	2A02	⨂	xotime	bigotimes				
10756	2A04	⨄	xuplus	biguplus				
10758	2A06	⨆	xsqcup	bigsqcup				
10764	2A0C	⨌	qint	iiiint				
10765	2A0D	⨍	fpartint					
10768	2A10	⨐	cirfnint					
10769	2A11	⨑	awint					
10770	2A12	⨒	rppolint					
10771	2A13	⨓	scpolint					
10772	2A14	⨔	npolint					
10773	2A15	⨕	pointint					
10774	2A16	⨖	quatint					
10775	2A17	⨗	intlarhk					
10786	2A22	⨢	pluscir					
10787	2A23	⨣	plusacir					
10788	2A24	⨤	simplus					
10789	2A25	⨥	plusdu					
10790	2A26	⨦	plussim					
10791	2A27	⨧	plustwo					
10793	2A29	⨩	mcomma					
10794	2A2A	⨪	minusdu					
10797	2A2D	⨭	loplus					
10798	2A2E	⨮	roplus					
10799	2A2F	⨯	Cross					
10800	2A30	⨰	timesd					
10801	2A31	⨱	timesbar					
10803	2A33	⨳	smashp					
10804	2A34	⨴	lotimes					
10805	2A35	⨵	rotimes					
10806	2A36	⨶	otimesas					
10807	2A37	⨷	Otimes					
10808	2A38	⨸	odiv					
10809	2A39	⨹	triplus					
10810	2A3A	⨺	triminus					
10811	2A3B	⨻	tritime					
10812	2A3C	⨼	iprod	intprod				
10815	2A3F	⨿	amalg					
10816	2A40	⩀	capdot					
10818	2A42	⩂	ncup					
10819	2A43	⩃	ncap					
10820	2A44	⩄	capand					
10821	2A45	⩅	cupor					
10822	2A46	⩆	cupcap					
10823	2A47	⩇	capcup					
10824	2A48	⩈	cupbrcap					
10825	2A49	⩉	capbrcup					
10826	2A4A	⩊	cupcup					
10827	2A4B	⩋	capcap					
10828	2A4C	⩌	ccups					
10829	2A4D	⩍	ccaps					
10832	2A50	⩐	ccups					
10835	2A53	⩓	And					
10836	2A54	⩔	Or					
10837	2A55	⩕	andand					
10838	2A56	⩕	oror					
10839	2A57	⩗	orslope					
10840	2A58	⩘	andslope					
10842	2A5A	⩚	andv					
10843	2A5B	⩛	orv					
10844	2A5C	⩜	andd					
10845	2A5D	⩝	ord					
10847	2A5F	⩟	wedbar					
10854	2A66	⩦	sdote					
10858	2A6A	⩪	simdot					
10861	2A6D	⩭	congdot					
10862	2A6E	⩮	easter					
10863	2A6F	⩯	apacir					
10864	2A70	⩰	apE					
10865	2A71	⩱	eplus					
10866	2A72	⩲	pluse					
10867	2A73	⩳	Esim					
10868	2A74	⩴	Colone					
10869	2A75	⩵	Equal					
10871	2A77	⩷	eDDot	ddotseq				
10872	2A78	⩸	equivDD					
10873	2A79	⩹	ltcir					
10874	2A7A	⩺	gtcir					
64256	FB00	ﬀ	fflig					
64257	FB01	ﬁ	filig					
64258	FB02	ﬂ	fllig					
64259	FB03	ﬃ	ffilig					
64260	FB04	ﬄ	ffllig					
119964	1D49C	𝒜	Ascr					
119966	1D49E	𝒞	Cscr					
119967	1D49F	𝒟	Dscr					
119970	1D4A2	𝒢	Gscr					
119973	1D4A5	𝒥	Jscr					
119974	1D4A6	𝒦	Kscr					
119977	1D4A9	𝒩	Nscr					
119978	1D4AA	𝒪	Oscr					
119979	1D4AB	𝒫	Pscr					
119980	1D4AC	𝒬	Qscr					
119982	1D4AE	𝒮	Sscr					
119983	1D4AF	𝒯	Tscr					
119984	1D4B0	𝒰	Uscr					
119985	1D4B1	𝒱	Vscr					
119986	1D4B2	𝒲	Wscr					
119987	1D4B3	𝒳	Xscr					
119988	1D4B4	𝒴	Yscr					
119989	1D4B5	𝒵	Zscr					
119990	1D4B6	𝒶	ascr					
119991	1D4B7	𝒷	bscr					
119992	1D4B8	𝒸	cscr					
119993	1D4B9	𝒹	dscr					
119995	1D4BB	𝒻	fscr					
119997	1D4BD	𝒽	hscr					
119998	1D4BE	𝒾	iscr					
119999	1D4BF	𝒿	jscr					
120000	1D4C0	𝓀	kscr					
120001	1D4C1	𝓁	lscr					
120002	1D4C2	𝓂	mscr					
120003	1D4C3	𝓃	nscr					
120005	1D4C5	𝓅	pscr					
120006	1D4C6	𝓆	qscr					
120007	1D4C7	𝓇	rscr					
120008	1D4C8	𝓈	sscr					
120009	1D4C9	𝓉	tscr					
120010	1D4CA	𝓊	uscr					
120011	1D4CB	𝓋	vscr					
120012	1D4CC	𝓌	wscr					
120013	1D4CD	𝓍	xscr					
120014	1D4CE	𝓎	yscr					
120015	1D4CF	𝓏	zscr					
120068	1D504	𝔄	Afr					
120069	1D505	𝔅	Bfr					
120071	1D507	𝔇	Dfr					
120072	1D508	𝔈	Efr					
120073	1D509	𝔉	Ffr					
120074	1D50A	𝔊	Gfr					
120077	1D50D	𝔍	Jfr					
120078	1D50E	𝔎	Kfr					
120079	1D50F	𝔏	Lfr					
120080	1D510	𝔐	Mfr					
120081	1D511	𝔑	Nfr					
120082	1D512	𝔒	Ofr					
120083	1D513	𝔓	Pfr					
120084	1D514	𝔔	Qfr					
120086	1D516	𝔖	Sfr					
120087	1D517	𝔗	Tfr					
120088	1D518	𝔘	Ufr					
120089	1D519	𝔙	Vfr					
120090	1D51A	𝔚	Wfr					
120091	1D51B	𝔛	Xfr					
120092	1D51C	𝔜	Yfr					
120094	1D51E	𝔞	afr					
120095	1D51F	𝔟	bfr					
120096	1D520	𝔠	cfr					
120097	1D521	𝔡	dfr					
120098	1D522	𝔢	efr					
120099	1D523	𝔣	ffr					
120100	1D524	𝔤	gfr					
120101	1D525	𝔥	hfr					
120102	1D526	𝔦	ifr					
120103	1D527	𝔧	jfr					
120104	1D528	𝔨	kfr					
120105	1D529	𝔩	lfr					
120106	1D52A	𝔪	mfr					
120107	1D52B	𝔫	nfr					
120108	1D52C	𝔬	ofr					
120109	1D52D	𝔭	pfr					
120110	1D52E	𝔮	qfr					
120111	1D52F	𝔯	rfr					
120112	1D530	𝔰	sfr					
120113	1D531	𝔱	tfr					
120114	1D532	𝔲	ufr					
120115	1D533	𝔳	vfr					
120116	1D534	𝔴	wfr					
120117	1D535	𝔵	xfr					
120118	1D536	𝔶	yfr					
120119	1D537	𝔷	zfr					
120120	1D538	𝔸	Aopf					
120121	1D539	𝔹	Bopf					
120123	1D53B	𝔻	Dopf					
120124	1D53C	𝔼	Eopf					
120125	1D53D	𝔽	Fopf					
120126	1D53E	𝔾	Gopf					
120128	1D540	𝕀	Iopf					
120129	1D541	𝕁	Jopf					
120130	1D542	𝕂	Kopf					
120131	1D543	𝕃	Lopf					
120132	1D544	𝕄	Mopf					
120134	1D546	𝕆	Oopf					
120138	1D54A	𝕊	Sopf					
120139	1D54B	𝕋	Topf					
120140	1D54C	𝕌	Uopf					
120141	1D54D	𝕍	Vopf					
120142	1D54E	𝕎	Wopf					
120143	1D54F	𝕏	Xopf					
120144	1D550	𝕐	Yopf					
120146	1D552	𝕒	aopf					
120147	1D553	𝕓	bopf					
120148	1D554	𝕔	copf					
120149	1D555	𝕕	dopf					
120150	1D556	𝕖	eopf					
120151	1D557	𝕗	fopf					
120152	1D558	𝕘	gopf					
120153	1D559	𝕙	hopf					
120154	1D55A	𝕚	iopf					
120155	1D55B	𝕛	jopf					
120156	1D55C	𝕜	kopf					
120157	1D55D	𝕝	lopf					
120158	1D55E	𝕞	mopf					
120159	1D55F	𝕟	nopf					
120160	1D560	𝕠	oopf					
120161	1D561	𝕡	popf					
120162	1D562	𝕢	qopf					
120163	1D563	𝕣	ropf					
120164	1D564	𝕤	sopf					
120165	1D565	𝕥	topf					
120166	1D566	𝕦	uopf					
120167	1D567	𝕧	vopf					
120168	1D568	𝕨	wopf					
120169	1D569	𝕩	xopf					
120170	1D56A	𝕪	yopf					
120171	1D56B	𝕫	zopf					
